myRun,myDataSet,nodes,myTopo,rows,cols,normMeth,wghtMeth,niter,crsAlpha,finAlpha,nClusters,colRowRatio
1,hford,30,hexagonal,3,10,L2norm,noPCA,1000,0.05,0.01,3,3.3
2,hford,33,hexagonal,3,11,L2norm,noPCA,1000,0.05,0.01,3,3.7
3,hford,36,hexagonal,3,12,L2norm,noPCA,1000,0.05,0.01,3,4.0
4,hford,28,hexagonal,4,7,L2norm,noPCA,1000,0.05,0.01,3,1.8
5,hford,32,hexagonal,4,8,L2norm,noPCA,1000,0.05,0.01,3,2.0
6,hford,36,hexagonal,4,9,L2norm,noPCA,1000,0.05,0.01,3,2.3
7,hford,30,hexagonal,5,6,L2norm,noPCA,1000,0.05,0.01,3,1.2
8,hford,35,hexagonal,5,7,L2norm,noPCA,1000,0.05,0.01,3,1.4
9,hford,40,hexagonal,5,8,L2norm,noPCA,1000,0.05,0.01,3,1.6
10,hford,45,hexagonal,5,9,L2norm,noPCA,1000,0.05,0.01,3,1.8
11,hford,30,hexagonal,6,5,L2norm,noPCA,1000,0.05,0.01,3,0.8
12,hford,36,hexagonal,6,6,L2norm,noPCA,1000,0.05,0.01,3,1.0
13,hford,42,hexagonal,6,7,L2norm,noPCA,1000,0.05,0.01,3,1.2
14,hford,30,hexagonal,3,10,L2norm,noPCA,1000,0.05,0.01,4,3.3
15,hford,33,hexagonal,3,11,L2norm,noPCA,1000,0.05,0.01,4,3.7
16,hford,36,hexagonal,3,12,L2norm,noPCA,1000,0.05,0.01,4,4.0
17,hford,28,hexagonal,4,7,L2norm,noPCA,1000,0.05,0.01,4,1.8
18,hford,32,hexagonal,4,8,L2norm,noPCA,1000,0.05,0.01,4,2.0
19,hford,36,hexagonal,4,9,L2norm,noPCA,1000,0.05,0.01,4,2.3
20,hford,30,hexagonal,5,6,L2norm,noPCA,1000,0.05,0.01,4,1.2
21,hford,35,hexagonal,5,7,L2norm,noPCA,1000,0.05,0.01,4,1.4
22,hford,40,hexagonal,5,8,L2norm,noPCA,1000,0.05,0.01,4,1.6
23,hford,45,hexagonal,5,9,L2norm,noPCA,1000,0.05,0.01,4,1.8
24,hford,30,hexagonal,6,5,L2norm,noPCA,1000,0.05,0.01,4,0.8
25,hford,36,hexagonal,6,6,L2norm,noPCA,1000,0.05,0.01,4,1.0
26,hford,42,hexagonal,6,7,L2norm,noPCA,1000,0.05,0.01,4,1.2
27,hford,30,hexagonal,3,10,L2norm,noPCA,1000,0.05,0.01,5,3.3
28,hford,33,hexagonal,3,11,L2norm,noPCA,1000,0.05,0.01,5,3.7
29,hford,36,hexagonal,3,12,L2norm,noPCA,1000,0.05,0.01,5,4.0
30,hford,28,hexagonal,4,7,L2norm,noPCA,1000,0.05,0.01,5,1.8
31,hford,32,hexagonal,4,8,L2norm,noPCA,1000,0.05,0.01,5,2.0
32,hford,36,hexagonal,4,9,L2norm,noPCA,1000,0.05,0.01,5,2.3
33,hford,30,hexagonal,5,6,L2norm,noPCA,1000,0.05,0.01,5,1.2
34,hford,35,hexagonal,5,7,L2norm,noPCA,1000,0.05,0.01,5,1.4
35,hford,40,hexagonal,5,8,L2norm,noPCA,1000,0.05,0.01,5,1.6
36,hford,45,hexagonal,5,9,L2norm,noPCA,1000,0.05,0.01,5,1.8
37,hford,30,hexagonal,6,5,L2norm,noPCA,1000,0.05,0.01,5,0.8
38,hford,36,hexagonal,6,6,L2norm,noPCA,1000,0.05,0.01,5,1.0
39,hford,42,hexagonal,6,7,L2norm,noPCA,1000,0.05,0.01,5,1.2
40,hford,30,hexagonal,3,10,L2norm,noPCA,1000,0.05,0.01,6,3.3
41,hford,33,hexagonal,3,11,L2norm,noPCA,1000,0.05,0.01,6,3.7
42,hford,36,hexagonal,3,12,L2norm,noPCA,1000,0.05,0.01,6,4.0
43,hford,28,hexagonal,4,7,L2norm,noPCA,1000,0.05,0.01,6,1.8
44,hford,32,hexagonal,4,8,L2norm,noPCA,1000,0.05,0.01,6,2.0
45,hford,36,hexagonal,4,9,L2norm,noPCA,1000,0.05,0.01,6,2.3
46,hford,30,hexagonal,5,6,L2norm,noPCA,1000,0.05,0.01,6,1.2
47,hford,35,hexagonal,5,7,L2norm,noPCA,1000,0.05,0.01,6,1.4
48,hford,40,hexagonal,5,8,L2norm,noPCA,1000,0.05,0.01,6,1.6
49,hford,45,hexagonal,5,9,L2norm,noPCA,1000,0.05,0.01,6,1.8
50,hford,30,hexagonal,6,5,L2norm,noPCA,1000,0.05,0.01,6,0.8
51,hford,36,hexagonal,6,6,L2norm,noPCA,1000,0.05,0.01,6,1.0
52,hford,42,hexagonal,6,7,L2norm,noPCA,1000,0.05,0.01,6,1.2
53,hford,30,hexagonal,3,10,L2norm,noPCA,1000,0.05,0.01,3,3.3
54,hford,33,hexagonal,3,11,L2norm,noPCA,1000,0.05,0.01,3,3.7
55,hford,36,hexagonal,3,12,L2norm,noPCA,1000,0.05,0.01,3,4.0
56,hford,28,hexagonal,4,7,L2norm,noPCA,1000,0.05,0.01,3,1.8
57,hford,32,hexagonal,4,8,L2norm,noPCA,1000,0.05,0.01,3,2.0
58,hford,36,hexagonal,4,9,L2norm,noPCA,1000,0.05,0.01,3,2.3
59,hford,30,hexagonal,5,6,L2norm,noPCA,1000,0.05,0.01,3,1.2
60,hford,35,hexagonal,5,7,L2norm,noPCA,1000,0.05,0.01,3,1.4
61,hford,40,hexagonal,5,8,L2norm,noPCA,1000,0.05,0.01,3,1.6
62,hford,45,hexagonal,5,9,L2norm,noPCA,1000,0.05,0.01,3,1.8
63,hford,30,hexagonal,6,5,L2norm,noPCA,1000,0.05,0.01,3,0.8
64,hford,36,hexagonal,6,6,L2norm,noPCA,1000,0.05,0.01,3,1.0
65,hford,42,hexagonal,6,7,L2norm,noPCA,1000,0.05,0.01,3,1.2
66,hford,30,hexagonal,3,10,L2norm,noPCA,1000,0.05,0.01,4,3.3
67,hford,33,hexagonal,3,11,L2norm,noPCA,1000,0.05,0.01,4,3.7
68,hford,36,hexagonal,3,12,L2norm,noPCA,1000,0.05,0.01,4,4.0
69,hford,28,hexagonal,4,7,L2norm,noPCA,1000,0.05,0.01,4,1.8
70,hford,32,hexagonal,4,8,L2norm,noPCA,1000,0.05,0.01,4,2.0
71,hford,36,hexagonal,4,9,L2norm,noPCA,1000,0.05,0.01,4,2.3
72,hford,30,hexagonal,5,6,L2norm,noPCA,1000,0.05,0.01,4,1.2
73,hford,35,hexagonal,5,7,L2norm,noPCA,1000,0.05,0.01,4,1.4
74,hford,40,hexagonal,5,8,L2norm,noPCA,1000,0.05,0.01,4,1.6
75,hford,45,hexagonal,5,9,L2norm,noPCA,1000,0.05,0.01,4,1.8
76,hford,30,hexagonal,6,5,L2norm,noPCA,1000,0.05,0.01,4,0.8
77,hford,36,hexagonal,6,6,L2norm,noPCA,1000,0.05,0.01,4,1.0
78,hford,42,hexagonal,6,7,L2norm,noPCA,1000,0.05,0.01,4,1.2
79,hford,30,hexagonal,3,10,L2norm,noPCA,1000,0.05,0.01,5,3.3
80,hford,33,hexagonal,3,11,L2norm,noPCA,1000,0.05,0.01,5,3.7
81,hford,36,hexagonal,3,12,L2norm,noPCA,1000,0.05,0.01,5,4.0
82,hford,28,hexagonal,4,7,L2norm,noPCA,1000,0.05,0.01,5,1.8
83,hford,32,hexagonal,4,8,L2norm,noPCA,1000,0.05,0.01,5,2.0
84,hford,36,hexagonal,4,9,L2norm,noPCA,1000,0.05,0.01,5,2.3
85,hford,30,hexagonal,5,6,L2norm,noPCA,1000,0.05,0.01,5,1.2
86,hford,35,hexagonal,5,7,L2norm,noPCA,1000,0.05,0.01,5,1.4
87,hford,40,hexagonal,5,8,L2norm,noPCA,1000,0.05,0.01,5,1.6
88,hford,45,hexagonal,5,9,L2norm,noPCA,1000,0.05,0.01,5,1.8
89,hford,30,hexagonal,6,5,L2norm,noPCA,1000,0.05,0.01,5,0.8
90,hford,36,hexagonal,6,6,L2norm,noPCA,1000,0.05,0.01,5,1.0
91,hford,42,hexagonal,6,7,L2norm,noPCA,1000,0.05,0.01,5,1.2
92,hford,30,hexagonal,3,10,L2norm,noPCA,1000,0.05,0.01,6,3.3
93,hford,33,hexagonal,3,11,L2norm,noPCA,1000,0.05,0.01,6,3.7
94,hford,36,hexagonal,3,12,L2norm,noPCA,1000,0.05,0.01,6,4.0
95,hford,28,hexagonal,4,7,L2norm,noPCA,1000,0.05,0.01,6,1.8
96,hford,32,hexagonal,4,8,L2norm,noPCA,1000,0.05,0.01,6,2.0
97,hford,36,hexagonal,4,9,L2norm,noPCA,1000,0.05,0.01,6,2.3
98,hford,30,hexagonal,5,6,L2norm,noPCA,1000,0.05,0.01,6,1.2
99,hford,35,hexagonal,5,7,L2norm,noPCA,1000,0.05,0.01,6,1.4
100,hford,40,hexagonal,5,8,L2norm,noPCA,1000,0.05,0.01,6,1.6
101,hford,45,hexagonal,5,9,L2norm,noPCA,1000,0.05,0.01,6,1.8
102,hford,30,hexagonal,6,5,L2norm,noPCA,1000,0.05,0.01,6,0.8
103,hford,36,hexagonal,6,6,L2norm,noPCA,1000,0.05,0.01,6,1.0
104,hford,42,hexagonal,6,7,L2norm,noPCA,1000,0.05,0.01,6,1.2
105,hford,30,hexagonal,3,10,L2norm,noPCA,1000,0.05,0.01,3,3.3
106,hford,33,hexagonal,3,11,L2norm,noPCA,1000,0.05,0.01,3,3.7
107,hford,36,hexagonal,3,12,L2norm,noPCA,1000,0.05,0.01,3,4.0
108,hford,28,hexagonal,4,7,L2norm,noPCA,1000,0.05,0.01,3,1.8
109,hford,32,hexagonal,4,8,L2norm,noPCA,1000,0.05,0.01,3,2.0
110,hford,36,hexagonal,4,9,L2norm,noPCA,1000,0.05,0.01,3,2.3
111,hford,30,hexagonal,5,6,L2norm,noPCA,1000,0.05,0.01,3,1.2
112,hford,35,hexagonal,5,7,L2norm,noPCA,1000,0.05,0.01,3,1.4
113,hford,40,hexagonal,5,8,L2norm,noPCA,1000,0.05,0.01,3,1.6
114,hford,45,hexagonal,5,9,L2norm,noPCA,1000,0.05,0.01,3,1.8
115,hford,30,hexagonal,6,5,L2norm,noPCA,1000,0.05,0.01,3,0.8
116,hford,36,hexagonal,6,6,L2norm,noPCA,1000,0.05,0.01,3,1.0
117,hford,42,hexagonal,6,7,L2norm,noPCA,1000,0.05,0.01,3,1.2
118,hford,30,hexagonal,3,10,L2norm,noPCA,1000,0.05,0.01,4,3.3
119,hford,33,hexagonal,3,11,L2norm,noPCA,1000,0.05,0.01,4,3.7
120,hford,36,hexagonal,3,12,L2norm,noPCA,1000,0.05,0.01,4,4.0
121,hford,28,hexagonal,4,7,L2norm,noPCA,1000,0.05,0.01,4,1.8
122,hford,32,hexagonal,4,8,L2norm,noPCA,1000,0.05,0.01,4,2.0
123,hford,36,hexagonal,4,9,L2norm,noPCA,1000,0.05,0.01,4,2.3
124,hford,30,hexagonal,5,6,L2norm,noPCA,1000,0.05,0.01,4,1.2
125,hford,35,hexagonal,5,7,L2norm,noPCA,1000,0.05,0.01,4,1.4
126,hford,40,hexagonal,5,8,L2norm,noPCA,1000,0.05,0.01,4,1.6
127,hford,45,hexagonal,5,9,L2norm,noPCA,1000,0.05,0.01,4,1.8
128,hford,30,hexagonal,6,5,L2norm,noPCA,1000,0.05,0.01,4,0.8
129,hford,36,hexagonal,6,6,L2norm,noPCA,1000,0.05,0.01,4,1.0
130,hford,42,hexagonal,6,7,L2norm,noPCA,1000,0.05,0.01,4,1.2
131,hford,30,hexagonal,3,10,L2norm,noPCA,1000,0.05,0.01,5,3.3
132,hford,33,hexagonal,3,11,L2norm,noPCA,1000,0.05,0.01,5,3.7
133,hford,36,hexagonal,3,12,L2norm,noPCA,1000,0.05,0.01,5,4.0
134,hford,28,hexagonal,4,7,L2norm,noPCA,1000,0.05,0.01,5,1.8
135,hford,32,hexagonal,4,8,L2norm,noPCA,1000,0.05,0.01,5,2.0
136,hford,36,hexagonal,4,9,L2norm,noPCA,1000,0.05,0.01,5,2.3
137,hford,30,hexagonal,5,6,L2norm,noPCA,1000,0.05,0.01,5,1.2
138,hford,35,hexagonal,5,7,L2norm,noPCA,1000,0.05,0.01,5,1.4
139,hford,40,hexagonal,5,8,L2norm,noPCA,1000,0.05,0.01,5,1.6
140,hford,45,hexagonal,5,9,L2norm,noPCA,1000,0.05,0.01,5,1.8
141,hford,30,hexagonal,6,5,L2norm,noPCA,1000,0.05,0.01,5,0.8
142,hford,36,hexagonal,6,6,L2norm,noPCA,1000,0.05,0.01,5,1.0
143,hford,42,hexagonal,6,7,L2norm,noPCA,1000,0.05,0.01,5,1.2
144,hford,30,hexagonal,3,10,L2norm,noPCA,1000,0.05,0.01,6,3.3
145,hford,33,hexagonal,3,11,L2norm,noPCA,1000,0.05,0.01,6,3.7
146,hford,36,hexagonal,3,12,L2norm,noPCA,1000,0.05,0.01,6,4.0
147,hford,28,hexagonal,4,7,L2norm,noPCA,1000,0.05,0.01,6,1.8
148,hford,32,hexagonal,4,8,L2norm,noPCA,1000,0.05,0.01,6,2.0
149,hford,36,hexagonal,4,9,L2norm,noPCA,1000,0.05,0.01,6,2.3
150,hford,30,hexagonal,5,6,L2norm,noPCA,1000,0.05,0.01,6,1.2
151,hford,35,hexagonal,5,7,L2norm,noPCA,1000,0.05,0.01,6,1.4
152,hford,40,hexagonal,5,8,L2norm,noPCA,1000,0.05,0.01,6,1.6
153,hford,45,hexagonal,5,9,L2norm,noPCA,1000,0.05,0.01,6,1.8
154,hford,30,hexagonal,6,5,L2norm,noPCA,1000,0.05,0.01,6,0.8
155,hford,36,hexagonal,6,6,L2norm,noPCA,1000,0.05,0.01,6,1.0
156,hford,42,hexagonal,6,7,L2norm,noPCA,1000,0.05,0.01,6,1.2