site,SOM,event_start,season,clust_wat_4cl,clust_wat_5cl,clust_wat_6cl,NO3_kg_km2,SRP_kg_km2,event_NO3_SRP,turb_kg_km2,turb_event_max,rain_event_total_mm,rain_event_hrs,rain_int_mmPERmin_max,API_4d,q_event_max,solarRad_4d,q_4d,SoilTemp_pre_wet_15cm,VWC_pre_wet_15cm,time_sinceLastEvent,diff_airT_soilT,gw_1d_well1,gw_1d_well3,gw_1d_well5,gw_1d_well7,gw_1d_allWells,gw_4d_well1,gw_4d_well3,gw_4d_well5,gw_4d_well7,gw_4d_allWells
Hungerford,turb_kg_km2,2019-03-26 06:15:00,spring,1,4,4,NA,NA,NA,NA,NA,0,0,0,20.344630000000002,2.91298028694379,141.78645833333334,2.594537891928333,0.003376893147012065,0.700505658364086,0,-6.249340277777778,NA,-0.23262415824915825,NA,-0.8940888920454545,0.7427092939317217,NA,-0.22898245475589227,NA,-0.7508265503998316,0.8054887298220601
Hungerford,turb_kg_km2,2019-03-26 13:00:00,spring,1,4,4,NA,NA,NA,NA,NA,0,0,0,18.408767499999996,2.55805825380299,167.98350694444446,2.666103154216464,0.0038024476977860425,0.7020279051914932,0.010416666666666666,-6.583402777777778,NA,-0.23410984848484848,NA,-0.9076810248316498,0.7325616617006783,NA,-0.23002993476430977,NA,-0.7705539280829125,0.7915763000043812
Hungerford,turb_kg_km2,2019-03-27 03:45:00,spring,1,4,4,NA,NA,NA,NA,NA,0,0,0,15.613249999999999,2.73659404398234,192.61024305555554,2.523032056970484,0.0042280022485600205,0.7121136360369,0.09375,-7.3334375,NA,-0.23683385942760943,NA,-0.9281756670875421,0.717017120256129,NA,-0.23257260101010102,NA,-0.8198931563026094,0.7568195907372456
Hungerford,turb_kg_km2,2019-03-27 13:00:00,spring,1,4,4,NA,NA,NA,NA,NA,0,0,0,15.3217425,2.42658077612899,217.41753472222223,2.504851956641485,0.0025257840454641113,0.7169454532850219,0.010416666666666666,-6.691597222222223,NA,-0.24102251683501683,NA,-0.9500220486111111,0.6998003097215018,NA,-0.2346020622895623,NA,-0.8433253427504208,0.739897145616802
Hungerford,turb_kg_km2,2019-03-28 09:15:00,spring,1,4,4,NA,NA,NA,NA,281.1446666666667,2.4000000000000004,27.583333333333332,0.08,2.5629012500000004,8.34093944019753,230.39756944444446,2.381350734659846,0.0021048200378867604,0.7216795626633874,0.34375,3.2370833333333335,NA,-0.23654114057239056,NA,-0.9720574494949494,0.6868183402023718,NA,-0.23454440235690235,NA,-0.9028427083333334,0.6995513363135413
Hungerford,turb_kg_km2,2019-03-30 15:45:00,spring,1,4,4,39.300499277202036,1.7119696994351565,50.763804087041244,3332.3825648399793,473.56,10.4,3.9166666666666665,0.12,12.684275000000001,9.31432113458902,122.74131944444444,3.5509009325321466,8.419280151547049e-4,0.71202280343083,0.041666666666666664,1.072673611111111,-0.6928831018518519,-0.22466624579124578,-0.3673499579124579,-0.7000090214646465,0.8014618457062596,-0.6775982823155412,-0.22924842829335018,-0.34877759677998255,-0.8308207917718855,0.7462810637492557
Hungerford,turb_kg_km2,2019-04-02 08:45:00,spring,1,4,4,30.28130191555839,0.0449310877047717,1490.3208466638102,328.48437420270216,52.190666666666665,1.2000000000000002,1.1666666666666667,0.08,10.213766249999999,4.13697307439294,104.68402777777777,5.229384464005893,8.419280151547049e-4,0.7494978126336296,0.020833333333333332,-1.3967708333333333,-0.7234093728956229,-0.23300667087542087,-0.4307336574074074,-0.7315795991161617,0.7659822924932167,-0.6984656902356903,-0.226496985479798,-0.3814520643939394,-0.6342961923926768,0.8009844506323611
Hungerford,turb_kg_km2,2019-04-05 08:15:00,spring,1,4,4,21.414240001721492,0.0020816828055961172,22747.845823667227,100.23282979315117,11.991333333333333,1.8,5.5,0.04,3.3617999999999997,2.90401298734983,211.63368055555554,3.291355478806129,0.0029697007690245897,0.777805115749509,0,-3.1415625,-0.7429471801346801,-0.24138636363636362,-0.45142887205387205,-0.8206009132996632,0.724018669143297,-0.7268958775252525,-0.23347799347643097,-0.43456441182659933,-0.7851946154250842,0.728465821182069
Hungerford,turb_kg_km2,2019-04-07 13:45:00,spring,1,4,4,75.60743674883793,1.290956124802991,129.5105649485948,796.2525028914664,103.53066666666666,13.200000000000001,55.75,0.12,15.339875000000001,4.97967033427245,144.76041666666666,2.8556656176982695,0.007046236107855989,0.8110137522567971,0,1.8656597222222224,-0.7431285774410774,-0.23911395202020203,-0.4474212962962963,-0.8740992213804714,0.7071293545234403,-0.7393988320707071,-0.2387138310185185,-0.4491590119949495,-0.8420114162457912,0.7016428402902368
Hungerford,turb_kg_km2,2019-04-12 14:30:00,spring,1,4,4,20.242643173275702,0.09073355320231787,493.34583544493483,113.7212909228658,42.34133333333333,2.6,35,0.12,8.018609999999999,2.78885680334686,135.55208333333334,3.256519343319732,0.06187868989170278,0.9294020511695735,0.8645833333333334,2.5948263888888885,-0.7287109638047138,-0.2136305765993266,-0.4242026515151515,-0.8711223695286195,0.7233908437033766,-0.7218496327861953,-0.21360783985690235,-0.41482063762626264,-0.7920802317445286,0.7374311716783618
Hungerford,turb_kg_km2,2019-04-14 18:15:00,spring,1,4,4,24.121641073244998,0.30852950141434826,172.88699228729845,252.84057918150347,122.14733333333334,11.200000000000001,25,0.2,13.366000000000001,3.85798735104459,180.4375,2.3669564161285943,0.16717887761242667,0.9333231673672581,0.0625,2.472986111111111,-0.714372159090909,-0.20133627946127947,-0.4096934974747475,-0.8525096801346801,0.7393991389448787,-0.7198833385942761,-0.20676154776936026,-0.41269938973063974,-0.8479794560185185,0.7211347085219679
Hungerford,turb_kg_km2,2019-04-19 20:00:00,spring,1,4,4,32.372753459705926,1.0055561498321393,71.1910631706887,1168.5554650285528,350.5106666666667,22.400000000000002,22.166666666666668,0.24,23.312000000000005,6.37668908078291,128.68229166666666,1.9233531573194913,0.17933323172820959,0.9269479344888523,3.1770833333333335,9.08,-0.7314186658249158,-0.2114029882154882,-0.4229207702020202,-0.9115207281144782,0.7098334092344846,-0.7238782736216329,-0.20849892019149832,-0.4202751354692761,-0.8805966277356903,0.7068514472876068
Hungerford,turb_kg_km2,2019-04-23 23:00:00,spring,1,4,4,18.002586488150122,0.39946303925402343,99.65761041214101,84.9019452533505,20.720666666666666,7.2,27.25,0.08,23.978828749999998,2.22895531561779,173.6796875,2.7518317293000134,0.35924581728383187,0.9260225001200377,2.2708333333333335,1.9821180555555546,-0.7324732744107744,-0.2064297138047138,-0.4284369739057239,-0.8755111531986532,0.7218725979475995,-0.7178789720117845,-0.1995178872053872,-0.40063702125420875,-0.7689432957175926,0.7534131857080093
Hungerford,turb_kg_km2,2019-04-26 11:45:00,spring,1,5,6,47.835744194069896,1.2097972100371284,87.43637047132576,1568.2544060231346,262.206,26.400000000000002,32.166666666666664,0.12,32.708475,7.50416577988185,143.60329861111111,1.8964362412331104,0.30316839619034763,0.9281307825611572,0.3645833333333333,0.6934722222222227,-0.7240384848484849,-0.19807677504208754,-0.4085678409090909,-0.8674633259680135,0.7335939435645232,-0.7256168223905723,-0.20072881891835018,-0.4122166629840067,-0.8583669923190236,0.7182300676105343
Hungerford,turb_kg_km2,2019-05-01 21:15:00,spring,1,4,4,52.51535444967633,0.27071487867432875,428.96942712799876,227.79925184549222,39.48733333333333,16.8,57.25,0.08,16.8,3.43041002334737,185.19618055555554,2.1943469533766184,0.28300457743931934,0.9362632946251109,2.9583333333333335,-2.2944097222222224,-0.7592115951178451,-0.2314614898989899,-0.4807626262626263,-0.8871632996632997,0.6927177745239841,-0.7331529356060605,-0.2073465382996633,-0.4267662563131313,-0.813908406986532,0.7263205202042549
Hungerford,turb_kg_km2,2019-05-07 06:45:00,spring,1,4,4,8.391508631253293,0.017489514484137016,1060.997736807507,25.754873039857877,9.828000000000001,7,5.166666666666667,0.12,14.004753749999999,1.93232404227781,172.35243055555554,2.14965220089397,0.465682616919677,0.9240794290079679,0.7708333333333334,4.494166666666667,-0.7522050715488215,-0.22512689393939395,-0.46386752946127946,-0.9021071127946129,0.6949278401709605,-0.7289392624158249,-0.20290930134680135,-0.4143457228535354,-0.8264498632154882,0.7273245943272674
Hungerford,turb_kg_km2,2019-05-10 01:15:00,spring,2,5,6,38.53022171916397,3.006642356291243,28.338176582813958,NA,128.6786666666667,43.800000000000004,21.083333333333332,0.2,49.801625,10.1842475224486,229.72829861111111,1.512923428179072,0.43511962027057227,0.9252960131855898,1.6041666666666667,-0.7163194444444443,-0.785988005050505,-0.2424977904040404,-0.5018546927609427,-0.9328769991582492,0.6636391678421357,-0.7568168736847644,-0.22003259653829965,-0.45657554450757576,-0.8965575833859428,0.6826986070271953
Hungerford,turb_kg_km2,2019-05-13 22:00:00,spring,1,4,4,35.937281784528174,0.24886535073885868,319.3250257473267,315.4251793773606,114.16933333333336,18.2,34.333333333333336,0.12,53.875373749999994,4.20292033095105,144.34895833333334,3.384016641226145,0.43326070073487205,0.9459762293216941,2.2291666666666665,0.4463541666666675,-0.7454906355218855,-0.20190361952861952,-0.4342418981481481,-0.8473617424242424,0.7288314713138497,-0.7197281026409933,-0.18196945362478956,-0.3866387450021044,-0.6793508549031987,0.7917065157220814
Hungerford,turb_kg_km2,2019-05-17 07:00:00,spring,1,4,4,9.333717063932154,0.00925584301375823,2229.9278788549777,17.752716296512713,6.427333333333333,3.2,3.0833333333333335,0.04,18.376914999999997,1.83412452070393,170.44878472222223,2.3245841151495568,0.4845142300702681,0.9370914033739718,0.9479166666666666,-1.283854166666666,-0.7150988499579124,-0.19020046506734006,-0.4238488078703704,-0.8689523916245792,0.7326068263555492,-0.721783761311027,-0.1876443397516835,-0.4045041842908249,-0.7895863744212963,0.7476574777205841
Hungerford,turb_kg_km2,2019-05-19 07:00:00,spring,1,4,4,27.820921394125598,1.4079028415406636,43.69693635114899,1032.2764342781159,473.77066666666667,19.6,17.583333333333332,0.48,22.533125000000002,5.66034343463635,182.30295138888889,1.7853678210974586,0.5059539664505863,0.9301808535577836,0.9895833333333334,-0.1362847222222232,-0.742266308922559,-0.22147811447811447,-0.4870908038720539,-0.9247436868686869,0.6836256264570049,-0.7227792369002525,-0.19697335911195285,-0.4336028269675926,-0.8677300486637205,0.7107111710563114
Hungerford,turb_kg_km2,2019-07-12 00:00:00,summer,3,1,1,2.226074505672132,0.4319312726669569,11.39665003486905,49.322950377078556,93.22533333333334,25.6,9.166666666666666,1.3599999999999999,25.6,0.748351531528738,256.06944444444446,0.29780434050532006,0.8309216297553167,0.32641146487125317,51.447916666666664,1.8531770833333354,-1.3400648674242424,-0.8363695044191919,-1.0207738941498317,-1.1977313762626263,0.1833925016976877,-1.3088795638678452,-0.8187838744212963,-1.0129608872579967,-1.2060943023989898,0.1752050001360801
Hungerford,turb_kg_km2,2019-07-30 16:00:00,summer,3,1,1,1.1743193813927177,0.16461556269201774,15.77493226784471,61.014759003618906,153.4286666666667,36,22.25,2,43.445625,1.04450151218162,228.26996527777777,0.23574038849206352,0.8887968453933217,0.24425864073857442,17.4375,3.734930555555554,-1.5406751893939394,-1.0466445707070706,-1.142869739057239,-1.2412464225589226,0.04637858785236379,-1.5358383049242423,-1.0398323600589225,-1.1417351641414142,-1.2501190814393939,0.02829134974922063
Hungerford,turb_kg_km2,2019-08-08 06:15:00,summer,3,1,1,6.397850675727593,0.6885571295199673,20.546898967830874,136.477679090563,134.32933333333335,49.6,29.416666666666668,0.76,61.39432125,2.23297928271883,238.45746527777777,0.3030147153489559,0.8339331818541506,0.35135577586941,7.65625,2.077100694444443,-1.2919097222222222,-0.8016482828282828,-0.9221051420454545,-1.2068369107744108,0.22406965913908644,-1.309592145412458,-0.8281566400989057,-0.9542410898042929,-1.2182579703282828,0.18452332958042567
Hungerford,turb_kg_km2,2019-09-02 07:00:00,fall,3,1,1,6.625427411338027,0.9167768160816594,15.980944506949406,91.13995545752775,38.172,49.4,59.083333333333336,0.4,50.42027624999999,1.32768742437367,200.75173611111111,0.42731919629338916,0.7686694763378243,0.37212779849699146,23.645833333333332,-0.0016319444444441444,-1.4599093013468014,-0.9477547074915824,-1.077626273148148,-1.231240845959596,0.1068200486110435,-1.432458648989899,-0.9329276815025253,-1.0547027330597643,-1.2301102430555555,0.10447274600197157
Hungerford,turb_kg_km2,2019-10-01 17:45:00,fall,2,1,2,22.93492609591784,1.748155443741802,29.011451868318435,NA,NA,35.4,55,1.1199999999999999,43.821251249999996,3.94265791920162,93.63628472222223,0.6063184360600679,0.6299348638556757,0.4331876663274248,26.364583333333332,-0.4805208333333333,-1.1070812920875421,-0.6163702851430977,-0.798859396043771,-1.185207218013468,0.3446633568938299,-1.116456602483165,-0.6174812663089225,-0.7666413007680977,-1.1727961463594276,0.3391477685744672
Hungerford,turb_kg_km2,2019-10-07 07:45:00,fall,1,4,4,25.496384270430966,0.9750050546437499,57.82609883934878,NA,NA,17.8,9.5,0.12,22.758382499999996,2.65924541268678,97.48350694444444,0.9802443619429827,0.49879595425818335,0.8531942129822353,3.34375,3.7823263888888903,-0.8464551946548822,-0.32887072074915824,-0.5293875462962963,-1.0739708207070706,0.5747753399062545,-0.7979543268623738,-0.28283540114688555,-0.472275811763468,-1.0612610553451178,0.5992347181107122
Hungerford,turb_kg_km2,2019-10-17 03:00:00,fall,2,5,2,51.34744091363935,4.301524058233604,26.396637778534846,1211.9088075743266,290.04866666666663,40.4,30.916666666666668,0.2,40.4,5.54347151864575,121.13194444444444,0.6929171047796664,0.47601741685236554,0.5449901497577574,7.71875,-0.4476909722222224,-0.9549765972222222,-0.4540332375841751,-0.6930853209175084,-1.1697423085016836,0.4467423731787383,-0.9292789788510101,-0.4281727233270202,-0.6557481681397306,-1.1616117345328283,0.45483435979640624
Hungerford,turb_kg_km2,2019-10-23 01:15:00,fall,1,4,4,16.759582691194275,0.05100659140495957,726.5894102273039,17.19271768686481,5.3,6.4,6.833333333333333,0.08,7.9014750000000005,1.45172688173584,96.8046875,1.2368027645045772,0.3857458464966435,0.8716614097753498,3.40625,2.539131944444444,-0.7978235563973064,-0.28872821654040404,-0.5137831881313131,-1.0717402567340066,0.5986513378779449,-0.7698425802293771,-0.2618064833228114,-0.44630283433291246,-1.026808094749579,0.6283832509694924
Hungerford,turb_kg_km2,2019-10-27 09:15:00,fall,1,4,4,35.17450608715585,1.9428552485493211,40.034990365654345,648.0593812109342,334.4386666666667,22.8,24.25,0.2,22.8,4.25832686115187,79.17881944444444,1.0976712604297898,0.4075732624104988,0.8623239411649869,2.3229166666666665,-3.1118055555555557,-0.8214971106902357,-0.31230609532828285,-0.5451337752525253,-1.0907530303030304,0.5734729662123462,-0.7905234211910774,-0.28151325231481483,-0.48136877577861953,-1.0558305371422558,0.600287886066633
Hungerford,turb_kg_km2,2019-10-31 04:00:00,fall,2,5,6,53.39207804592629,10.537440154428674,11.20453579462876,3939.191245439475,484.35,64.4,26.666666666666668,0.8400000000000001,83.03075875000002,11.6995887188309,66.77517361111111,1.9105328918969826,0.465613972180396,0.8730026342459629,1.3645833333333333,2.222083333333334,-0.7526754145622896,-0.24284035353535355,-0.4032157859848485,-0.9976341887626262,0.67354197111936,-0.7296504721696128,-0.2261974010942761,-0.38347762415824915,-0.9181416206334175,0.6985860686122829
