site,SOM,event_start,season,clust_wat_4cl,clust_wat_5cl,clust_wat_6cl,NO3_kg_km2,SRP_kg_km2,event_NO3_SRP,turb_kg_km2,turb_event_max,rain_event_total_mm,rain_int_mmPERmin_max,API_4d,q_event_max,solarRad_4d,q_4d,SoilTemp_pre_wet_15cm,VWC_pre_wet_30cm,time_sinceLastEvent,diff_airT_soilT,gw_1d_well1,gw_1d_well2,gw_1d_well3,gw_1d_well4a,gw_1d_well5,gw_1d_allWells,gw_4d_well1,gw_4d_well2,gw_4d_well3,gw_4d_well4a,gw_4d_well5,gw_4d_allWells
Wade,turb_kg_km2,2017-08-18 05:00:00,summer,1,1,5,0.0861494807634304,5.983505318128941e-4,318.38247041798155,0.07226336627369102,0.7106666666666668,6.8,0.12,13.487525,0.0865561892,115.95175438596492,0.059137092575520835,0.8395165980638045,0.42254789710709106,1.11875,1.2151562499999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wade,turb_kg_km2,2017-08-19 15:00:00,summer,1,1,5,0.12491372373121369,0.0010656841184252877,259.19930144507384,0.14502595085392814,2.332,5.6000000000000005,0.4,15.70363,0.1009285506,111.62362637362638,0.061010809189583334,0.8930553286834275,0.4548813067704757,0.014583333333333334,3.2239930555555567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wade,turb_kg_km2,2017-08-22 15:30:00,summer,1,1,5,0.14299611450198935,0.0011730805463831468,269.55573085786693,0.20218567328518564,1.8339999999999999,13.4,0.32,19.25724875,0.147527388,96.01822916666667,0.06148018531614583,0.9334121014918451,0.45277459735898046,1.2125,4.742673611111112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wade,turb_kg_km2,2017-09-03 11:00:00,fall,1,1,5,0.2247637055399821,0.002183986049430815,227.57706328785963,0.893196052541497,3.1133333333333333,24.6,0.12,25.937505,0.309166491,84,0.02049872549479167,0.6970694212766608,0.16887246474164563,10.020833333333334,-0.5234201388888895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wade,turb_kg_km2,2017-09-05 10:45:00,fall,1,2,5,0.6131285052024927,0.01838817411896044,73.73353664919402,20.164354964994253,11.450666666666667,20.6,0.2,42.840925,2.613908843,74.52690972222223,0.06862770284375,0.7657482669991589,0.5090422661940197,0.2604166666666667,5.011215277777779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wade,turb_kg_km2,2017-09-07 01:00:00,fall,2,2,3,NA,NA,NA,NA,NA,19.8,0.16,60.1841675,2.664002623,40.75086805555556,0.31847798468489585,0.7557434921089821,0.6253334247206146,0.59375,-0.5100868055555559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wade,turb_kg_km2,2017-09-08 17:30:00,fall,1,2,5,0.0620823878200405,0.0018185264162420367,75.49200565148608,0.34534540650758083,1.314,4,0.36,41.887995,0.467345482,40.78038194444444,0.8167515133203125,0.7294657412004091,0.6268172140924896,0.08333333333333333,-1.1271874999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wade,turb_kg_km2,2017-10-08 11:15:00,fall,3,1,1,0.005777890325032279,5.614388848401114e-4,22.757207582259323,0.11123452127849102,3.036,12,1.1199999999999999,17.21284,0.086029239,50.25347222222222,0.024522231606770833,0.7409648863512608,0.08186976492839747,29.416666666666668,6.470855034722222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wade,turb_kg_km2,2017-10-09 10:15:00,fall,1,2,5,0.11824413937683707,0.024590346890228248,10.63327717747712,13.35290230754921,14.54,29.400000000000002,0.16,40.61,2.444759914,44.763888888888886,0.030950857705729168,0.8154705415623006,0.18591648826720408,0.13541666666666666,2.0000694444444456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wade,turb_kg_km2,2017-10-24 16:15:00,fall,1,1,1,0.011225539604579088,0.03754798184926352,0.661108578460348,28.861866621475368,56.98733333333333,24,0.6799999999999999,24.19,2.737527173,55.34288194444444,0.033163844622395834,0.6001939864209505,0.36181970841920463,14.145833333333334,6.486662326388888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wade,turb_kg_km2,2017-10-26 04:00:00,fall,2,2,3,1.287316136196607,0.1276769886547014,22.29588663035413,93.8007981255238,30.187333333333335,35.4,0.12,59.710499999999996,3.448173297,45.71180555555556,0.220731199453125,0.7057225994180407,0.9846729257308601,0.3333333333333333,-1.199583333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wade,turb_kg_km2,2017-10-29 10:00:00,fall,2,2,3,0.7938027767485213,0.07367968358057636,23.824128727493658,25.302521316730743,7.707333333333333,23.200000000000003,0.2,55.24010375,3.031342897,40.11024305555556,1.0894369709427083,0.554746019954192,0.7014839318424092,1.1875,3.842692652329749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wade,turb_kg_km2,2017-11-01 19:15:00,fall,2,2,6,0.7106988872651469,0.04396885159506725,35.74313802815958,12.951197828613017,2.461333333333333,21,0.08,40.753919999999994,2.846549889,26.390625,0.94929287965625,0.503522937013307,0.727651128685195,1.28125,-5.013090277777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wade,turb_kg_km2,2017-11-03 07:00:00,fall,2,2,3,1.4534729111206812,0.06730430591600563,47.75471500141892,93.54839842810283,62.535333333333334,20.6,0.24,46.994253750000006,3.693582806,25.9765625,1.3371133195286458,0.5648959635133985,0.7752295395892301,0.010416666666666666,4.564583333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wade,turb_kg_km2,2017-11-05 18:30:00,fall,2,2,6,1.3584159323036218,0.07482682761917094,40.144642876808454,19.983034392272444,3.3633333333333333,20.400000000000002,0.2,55.16655625,3.055094561,27.31423611111111,1.543542895578125,0.4615581161435838,0.7709470437595523,0.7083333333333334,-3.0458333333333343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wade,turb_kg_km2,2017-11-16 06:00:00,fall,2,3,6,0.1558786511118401,3.1004223738282635e-4,1111.7776574221195,0.5144356837657366,1.2506666666666666,6,0.12,9.346517500000001,0.214675539,33.65711805555556,0.068851248796875,0.22275464007343215,0.5084488599754742,8.260416666666666,-3.711571180555555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wade,turb_kg_km2,2017-11-19 00:00:00,fall,2,3,6,NA,NA,NA,14.387370509649125,5.935333333333333,16.8,0.16,22.2872,2.722017703,25.891493055555557,0.093405142078125,0.218056225399443,0.5211273460395317,0.9583333333333334,-7.763524305555555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wade,turb_kg_km2,2017-11-21 13:45:00,fall,2,3,6,NA,NA,NA,0.7797116027803832,0.6186666666666667,1.8,0.04,24.3739,0.309166491,17.73611111111111,0.4750030094322917,0.2006316411780263,0.707771288425166,1.03125,-7.487708333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wade,turb_kg_km2,2017-11-25 13:00:00,fall,2,3,6,0.4806426290131809,0.0010000568745938052,1062.795610978109,1.8335052416067665,1.89,4.2,0.08,6.965283750000001,0.671882001,24.588541666666668,0.17163631751041666,0.13637776808035135,0.7403059347730847,2.21875,-1.5819184027777775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wade,turb_kg_km2,2017-11-27 23:30:00,fall,2,3,6,0.20239309402972694,1.8274067599667064e-4,2449.134453549505,0.3814826321457485,0.4826666666666667,0,0,5.04813375,0.534843687,13.252604166666666,0.21457579354427084,0.14600384034383676,0.7671788791789718,0.3958333333333333,-9.473263888888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wade,turb_kg_km2,2017-11-28 22:45:00,fall,2,3,6,0.6818563129750962,0.001725145240419788,874.0159673889531,4.02438278304503,3.2873333333333337,8.200000000000001,0.08,16.3253025,1.256115335,10.330729166666666,0.24921636928385416,0.13991298602781393,0.7583633984146613,0.21875,-8.536875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wade,turb_kg_km2,2017-11-30 21:00:00,fall,2,3,6,0.4558097719033572,6.616032881721907e-4,1523.4848574957473,1.345513035556491,1.8666666666666667,5.6000000000000005,0.12,16.95345,0.62296082,17.141493055555557,0.351683743046875,0.106705065175674,0.765104333952974,0.3541666666666667,-5.705590277777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wade,turb_kg_km2,2017-12-05 13:00:00,winter,2,3,6,1.6834575874113271,0.0036931717533974567,1007.9867873967504,12.789121981270096,6.5953333333333335,9.200000000000001,0.12,9.200000000000001,2.660143121,26.608506944444443,0.17221371130729166,0.11880711702304372,0.738529246763729,3.4270833333333335,-0.0173958333333335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wade,turb_kg_km2,2018-04-12 12:45:00,spring,2,3,4,1.0264145368317923,0.008531343820260051,266.0464785202951,24.452610684873484,40.752,20.6,0.27999999999999997,20.6,1.475215574,118.24565972222223,0.007505199742187501,0.0081575533034069,0.7880794112578835,5.802083333333333,1.0373133680555557,-0.160291401859375,-0.07745889205729166,0.009708290869791667,-0.09237496919791667,-0.5139067162604166,0.7110548457104442,-0.44394523089453125,-0.07230351052083334,-0.068261703765625,-0.08542578062369792,-0.3548646963541667,0.6164330385806409
Wade,turb_kg_km2,2018-04-13 15:30:00,spring,2,3,4,2.260986740768238,0.016646653487084856,300.34696059999897,24.61086026335908,8.716666666666667,11.8,0.08,31.104,2.675587258,95.93142361111111,0.17450822053645834,0.005120922211270158,0.8431686607152834,0.010416666666666666,3.354409722222222,-0.065339703640625,-0.055748185802083336,0.020270815838541668,-0.060980273729166666,-0.2671062081822917,0.8803725130059602,-0.3063921480494792,-0.06827187733072916,-0.03219140105078125,-0.08054714551953125,-0.3446100610611979,0.7064052165132069
Wade,turb_kg_km2,2018-04-16 13:45:00,spring,2,3,6,0.2812024142416483,0.001837769485886511,338.3609020216583,0.8948057104175569,2.0886666666666667,17,0.12,46.257149999999996,0.185770786,56.868923611111114,0.5036668142213542,0.009878186404471384,0.809184148581289,1.3958333333333333,-1.8951909722222222,-0.13459378330208333,-0.05907817078125,0.012437550786458333,-0.061906306625,-0.26276036672395836,0.8477719389593804,-0.09030991000260417,-0.057539186979166664,0.015002626434895833,-0.053703144811197916,-0.26197009392578124,0.883163344288595
Wade,turb_kg_km2,2018-04-22 10:45:00,spring,2,3,4,0.06745677047512737,5.586017078844615e-4,267.0394663657781,0.3188124546314371,1.7993333333333335,0,0,10.506809999999998,0.129874686,74.72482638888889,0.019777415231770835,0.012793111391102127,0.8014258390252829,4.239583333333333,0.9433246527777777,-0.102786399234375,-0.060104090078125,0.02729170496875,-0.05035946742708333,-0.08775520583854167,0.9332277447557104,-0.11229556463020833,-0.058917937390625,0.0197291903359375,-0.059428391817708336,-0.1927134855078125,0.896543283775657
Wade,turb_kg_km2,2018-04-23 10:45:00,spring,2,3,4,0.24945882511589662,0.002110379136680872,261.3909536375848,1.1812112407674618,2.3226666666666667,0,0,8.74342,0.514692921,111.84114583333333,0.02560431965625,0.016555862948112232,0.8041587562069809,0.010416666666666666,2.659548611111111,-0.09989060086979167,-0.06335933917708333,0.025390694901041667,-0.051911349234375,-0.08503121003125,0.9286384445145925,-0.10970833004817708,-0.060494761967447915,0.02290759801171875,-0.05732811057421875,-0.14955464403385416,0.9141576228890932
Wade,turb_kg_km2,2018-04-24 10:15:00,spring,2,4,4,2.2828194679004308,0.012338220005147012,409.1393237108826,20.51472748175594,6.717333333333333,0,0,6.164526249999999,2.667863146,150.58506944444446,0.06857718977864584,0.02103647031933367,0.8192250280172599,0.010416666666666666,7.3770138888888885,-0.12109369753125,-0.095073310515625,0.012317730005208333,-0.078333280890625,-0.10233332252604167,0.8490221293732858,-0.11466590029817708,-0.0702268236171875,0.022730317354166668,-0.06024570184375,-0.1139605417421875,0.9095672602954531
Wade,turb_kg_km2,2018-04-25 10:00:00,spring,2,4,4,NA,NA,NA,191.62645092350027,41.49066666666667,24.6,0.12,30.30154375,3.318759674,190.27604166666666,0.42381288778125,0.01718591968892156,0.875093504312648,0.010416666666666666,8.282534722222223,-0.11131770503125,-0.093203180765625,0.010364612463541667,-0.08237495003125,-0.08927090075520833,0.8549455213859061,-0.10881116316796875,-0.07775659284244792,0.01893753975,-0.06563799355989583,-0.09148177124609375,0.903023717222603
Wade,turb_kg_km2,2018-04-27 13:00:00,spring,2,4,4,NA,NA,NA,5.1777288035622755,1.1433333333333333,1.6,0.04,23.934499999999996,2.521882533,108.55902777777777,1.800976649528646,0.11090574926926887,0.849966579881907,0.010416666666666666,3.516458333333333,-0.08653387596875,-0.069153661265625,0.016354185119791666,-0.026361972765625,-0.05098179536458333,0.9475907432308139,-0.09838483273046875,-0.080042656578125,0.0148350252734375,-0.055367028796875,-0.06973093769921875,0.9156347808702459
Wade,turb_kg_km2,2018-04-28 11:30:00,spring,2,4,4,NA,NA,NA,28.947576102874454,4.066,22.6,0.12,45.55164375,2.901360286,86.78819444444444,2.0793800733255208,0.15452191968542067,0.8288921410242697,0.21875,4.1253125000000015,-0.13360191166145835,-0.07671726888020833,0.00497842803125,-0.045252233859375,-0.09254321602604167,0.8877059887082867,-0.10187893602083334,-0.075416680859375,0.013108064364583333,-0.047614586009114584,-0.06854694717057291,0.9250438146155953
Wade,turb_kg_km2,2018-04-30 08:45:00,spring,2,4,6,NA,NA,NA,3.681116300714551,1.9506666666666668,12,0.16,42.55330625,1.640356564,62.14496527777778,1.97742068840625,0.15607381105302498,0.8686348140235276,0.020833333333333332,-1.6019791666666663,-0.06491145667187499,-0.06602083333333333,0.016723976661458334,-0.030875025765625,-0.024562542479166668,0.9648911411653709,-0.10082031667317709,-0.07182162982552083,0.011444031622395833,-0.0367291764140625,-0.06085941138020833,0.9392821081025856
Wade,turb_kg_km2,2018-05-01 12:30:00,spring,2,4,4,NA,NA,NA,2.5186508204348264,1.0366666666666666,0.2,0.04,34.0416125,1.449235279,70.4921875,1.4300395933515624,0.1966445543111654,0.8374204800442656,0.4270833333333333,1.819583333333333,-0.10642296530729167,-0.07529381480729166,0.008052050020833333,-0.038055315125,-0.06915839397916666,0.9134331479086464,-0.10598018250390626,-0.07367856839713542,0.0091209165234375,-0.0403516427109375,-0.06548661584375,0.9290606795243997
Wade,turb_kg_km2,2018-05-02 09:30:00,spring,2,4,4,NA,NA,NA,55.144498364123535,11.068666666666667,7,0.24,36.743692499999995,2.987892773,90.45833333333333,1.2934621119296874,0.2685038704104192,0.8381532485352204,0.010416666666666666,4.7759027777777785,-0.13615102602083334,-0.08724482036458334,0.010250004166666667,-0.058651112166666665,-0.10619270701041666,0.8640001364050233,-0.10666667895442708,-0.0761862364453125,0.010328132493489583,-0.0439115118359375,-0.06886591790364584,0.9226955618254283
Wade,turb_kg_km2,2018-05-03 10:00:00,spring,2,4,4,NA,NA,NA,88.85994234546305,44.37533333333334,12.600000000000001,0.12,43.770616249999996,3.214367892,101.40972222222223,1.4831298148984375,0.38506440367585204,0.8649438162007779,0.010416666666666666,9.1459375,-0.12943224753645832,-0.09313013755729167,0.0040886274375,-0.06803124335416667,-0.09984890420833334,0.8503824658365315,-0.10665104188151042,-0.07970573688411459,0.010299497279947917,-0.0485130614375,-0.07295314124869792,0.9133768710610288
Wade,turb_kg_km2,2018-05-04 15:15:00,spring,2,4,4,NA,NA,NA,45.07200859245586,28.685333333333332,8.4,0.44000000000000006,28.74607875,3.039256073,104.94618055555556,1.5811537102265625,0.4258858924230205,0.8736751579688035,0.010416666666666666,4.746319444444444,-0.09677082748958334,-0.08836978499479167,0.009921889161458333,-0.05184367840625,-0.05901562415625,0.895842032138669,-0.11740493605208334,-0.08644140959114584,0.008071630194010417,-0.05462502334244792,-0.08262110791015626,0.8911801402606936
Wade,turb_kg_km2,2018-05-20 07:15:00,spring,1,1,5,0.017787981651578744,2.550536693007592e-4,154.22233075950007,0.060950649664473056,1.8599999999999999,8.8,0.12,11.84,0.067371502,166.8515625,0.007301319999069941,0.5168695289540082,0.6301094124246627,14.739583333333334,2.7837152777777767,-0.17786984744270834,-0.09392712664583333,0.015489568354166667,-0.07389063746354167,-0.24337020884895832,0.789823431216992,-0.18213020708463543,-0.09834894626432292,0.014738300186197916,-0.07463931000651042,-0.2341330283828125,0.7895673930118813
Wade,turb_kg_km2,2018-06-14 07:30:00,summer,3,1,1,NA,NA,NA,NA,3.479333333333333,29,0.4,29,0.082316726,181.484375,0.0012273467070312509,0.6248276417758067,0.3296115818596296,24.194444444444443,7.486076388888886,-0.3508333209010417,-0.1081719191875,-0.01008343084375,-0.22310939169270833,-0.3621354109166667,0.5567532694136846,-0.4175755135559896,-0.1103151135703125,0.0020533377252604165,-0.26419261611067707,-0.4832226421236979,0.457387772229076
Wade,turb_kg_km2,2018-06-18 12:45:00,summer,1,1,5,0.014718132590942488,4.848378972603463e-4,67.12871245067562,0.07141249837203592,6.366,24,0.27999999999999997,38.56955624999999,0.038884475,151.70225694444446,0.010786126713107639,0.7036322547509194,0.5499697021167494,2.9756944444444446,9.0203125,-0.3728697933333333,-0.10633331417708333,-0.023119774177083333,-0.22980645819270834,-0.4535103791927083,0.5077092210726235,-0.23715562026822917,-0.09480998116796875,-0.008096936391927084,-0.12595476618489584,-0.2717341158476563,0.7080810875884362
Wade,turb_kg_km2,2018-07-25 22:15:00,summer,3,1,1,0.021802321261459316,2.932164423685388e-4,164.42451898885108,0.14739800372448503,10.985999999999999,38.800000000000004,0.44000000000000006,45.90854125,0.037104686,89.95659722222223,3.9870391536458424e-4,0.9450527590179991,0,35.99652777777778,5.525477430555554,-0.6190875241979167,-0.21484912819270832,-0.23779156921875,-0.30759327288541666,-0.6123162686458333,0.030291306415559285,-0.6022820495664063,-0.20539700655989584,-0.23252596068359374,-0.3139778416966146,-0.6152379448697917,0.010944658632756874
Wade,turb_kg_km2,2018-07-27 20:45:00,summer,1,1,5,0.014030790898763225,2.410539720408228e-4,128.712292507794,0.10642706912117963,7.9559999999999995,10,0.24,45.198924999999996,0.064410944,103.40798611111111,0.003809435726562501,0.997997914689484,0.6465820048635502,0.7951388888888888,1.8175694444444446,-0.22960910688020833,-0.13182799675520834,-0.021604175807291667,-0.12795289933333334,-0.262369790828125,0.6560166937382654,-0.396250711109375,-0.156628920609375,-0.12188401049479167,-0.2180205918671875,-0.40114006442057293,0.374521847294617
Wade,turb_kg_km2,2018-08-17 23:45:00,summer,3,1,1,0.2560245808704009,0.010348832571168875,54.70694566770411,51.46672630193382,108.71266666666666,31.6,0.5599999999999999,42.282275,2.772501457,88.73958333333333,7.876157786458343e-4,1,0.31244699943424564,20.43402777777778,-0.2937239583333344,-0.4841703545625,-0.12221328520833333,-0.008734365854166667,-0.24562950891666666,-0.5126883801041667,0.43004610774130975,-0.4555904532734375,-0.1262809007174479,-0.015899934223958332,-0.23834744913671874,-0.47894814045833334,0.42854986311640003
Wade,turb_kg_km2,2018-09-03 14:45:00,fall,3,1,1,0.5354531070728092,0.016685433426327608,70.96367787595725,136.56720999577178,127.91400000000002,51.8,0.76,51.8,3.0353313445000003,85.51215277777777,5.998918541666677e-4,0.94300063831191006,0.15578782952625675,15.48263888888889,6.849583333333332,-0.64837875365625,-0.18086961594270834,-0.21294261341145834,-0.326984356671875,-0.6119948133072917,0.06800765658292729,-0.6101349564322917,-0.1484320493515625,-0.14621861261979166,-0.3221158791640625,-0.5870130143828125,0.15041534633606587
Wade,turb_kg_km2,2018-09-11 01:15:00,fall,1,1,5,0.013927735906677377,3.9878775397339777e-4,77.2308607464208,0.17186251034135927,8.11,13.600000000000001,0.04,13.600000000000001,0.062976195,78.29947916666667,0.0012844648541666674,0.8118440521089509,0.25242368544474914,6.871527777777778,-4.321093750000001,-0.5756668015520834,-0.10454722303125,-0.03308752086458333,-0.30963018916145835,-0.5654687399635416,0.3439023344793245,-0.5400548852513021,-0.10044180217838541,-0.0200537064296875,-0.30959897102343753,-0.5365976722669271,0.3583004782940113
Wade,turb_kg_km2,2018-10-02 03:00:00,fall,2,2,5,1.2162407722495765,0.07560397314639389,35.573541598292785,16.00083357473136,4.866,25.400000000000002,0.16,33.225221250000004,2.7744276645,52.57725694444444,0.10682501455989583,0.6915631744644489,0.542393062622483,4.645833333333333,-4.283046875,-0.24834969110416666,-0.0727290975625,0.0170312466875,-0.07380225733333333,-0.18842742305729165,0.8116642121894149,-0.3012038804388021,-0.07782541529166667,0.013437464830729167,-0.07901459684895833,-0.28078003034505206,0.7521013522280117
Wade,turb_kg_km2,2018-10-06 22:45:00,fall,2,3,5,0.12138756272488037,0.00918537452467975,29.223315578277113,0.3873933752974132,0.3746666666666667,8.200000000000001,0.08,10.04335625,0.315403112,40.140625,0.41170174286067707,0.6259159574964605,0.3841442714720207,3.3506944444444446,-1.5227256944444445,-0.311236425828125,-0.0787131195,0.00437932640625,-0.07611500963020833,-0.3531146116510417,0.7178658865835427,-0.21958373078385415,-0.07396057592057291,0.011466781485677084,-0.06503419762239583,-0.1733242223971354,0.8333004308633176
Wade,turb_kg_km2,2018-10-11 07:15:00,fall,1,2,5,0.04274686788813222,0.12320917596556287,0.7672085098358371,11.640327441784182,4.199333333333334,20.2,0.44000000000000006,21.393105,2.819219394,30.9609375,0.15295479438020834,0.8065884799879799,0.4613213763991578,2.392361111111111,5.4500954861111115,-0.33368224670833335,-0.09716683402083333,-0.015521194723958333,-0.09749992591666666,-0.4164218766510417,0.6378021348498556,-0.22965893096484374,-0.08606741211588542,-0.0017990087187500002,-0.0887804065234375,-0.24198960354166668,0.7634072379478871
Wade,turb_kg_km2,2018-10-15 18:30:00,fall,2,3,6,0.0425212187412259,0.007925047782840427,11.864678641567789,0.2976736539556886,0.2986666666666667,3.8000000000000003,0.08,7.40954875,0.291133891,44.30381944444444,0.6352929968242188,0.5994917199938643,0.6401369782922435,2.9166666666666665,-6.0384375,-0.2716975477864583,-0.07376066894270833,0.0070781258177083336,-0.077213091203125,-0.38154171495833333,0.7294256207743656,-0.1923733296796875,-0.07113831620963541,0.013738196604166667,-0.07080552038411458,-0.21240104501041668,0.8312789819306536
Wade,turb_kg_km2,2018-10-23 11:45:00,fall,2,3,6,0.16968598833189882,0.009551062396787938,39.286782758955674,NA,0.5913333333333333,10.4,0.12,11.35,0.2853957935,49.94965277777778,0.11560860250390625,0.3943639634689503,0.3525583253073726,6.315972222222222,-5.659253472222222,-0.298327866859375,-0.07511929872395834,0.021359879567708333,-0.08089055505208333,-0.47681772999479166,0.6949972868904586,-0.2966833893333333,-0.07696951668619792,0.0105642841796875,-0.08563928419921875,-0.46112244101041666,0.6857183706169023
Wade,turb_kg_km2,2018-10-27 14:45:00,fall,2,3,6,0.6489714221731238,0.03819369861027692,37.57387804760611,2.8308681512862575,0.656,18.2,0.12,26.362661249999995,0.92222833,28.734375,0.1681197980390625,0.23708340063209452,0.5662903033374764,1.3159722222222223,-5.560295138888889,-0.22937504994270833,-0.066666724109375,0.025744922421875,-0.07902606831770834,-0.34118756660416666,0.7782037268531907,-0.16848698332942708,-0.06499065497135417,0.027550978192708332,-0.0793033473359375,-0.18752621277734374,0.8610691178773263
Wade,turb_kg_km2,2018-10-31 13:00:00,fall,2,3,6,0.993878362014827,0.03272801298595773,67.15305303115677,4.377021587547287,1.1079999999999999,10.200000000000001,0.12,25.26859125,2.167931258,18.881944444444443,0.4583427948567708,0.24636275460717752,0.8557056713228002,0.4375,-4.994409722222223,-0.14190644148958334,-0.062375128239583334,0.028542042203125,-0.08008363722916667,-0.13792184418229167,0.8817139660094738,-0.1275261415768229,-0.06067201635026042,0.027450970888020832,-0.07828018959114584,-0.10948421158723959,0.9097720207688798
Wade,turb_kg_km2,2018-11-01 15:30:00,fall,2,2,3,3.353048897824532,0.1087861376999497,68.15825989219299,63.36672983586242,13.867333333333333,26.6,0.08,37.37805875,3.298636089,17.977430555555557,0.7143845405625,0.31464597478176526,0.849843523395161,0.006944444444444444,-0.3427083333333334,-0.10784383076041666,-0.060255197489583336,0.026494082250000002,-0.08354205635416667,-0.06404171828645833,0.9165950780068554,-0.12438940784114584,-0.0624857784609375,0.026418101356770834,-0.08263180205338541,-0.10512887898437501,0.9062476505479564
Wade,turb_kg_km2,2018-11-03 01:30:00,fall,2,2,3,4.332659104185393,0.14349294244744398,66.76919557698743,72.09210699303345,28.686,29,0.16,59.54155,3.701824901,15.0234375,1.4758622775039063,0.3736178467507275,0.8513090603770707,0.006944444444444444,-0.1437847222222226,-0.10088540665625,-0.05689054925520833,0.028291122119791668,-0.0642449948125,-0.034354120885416665,0.9470312812979337,-0.1156016305625,-0.059496110618489584,0.027838331216145835,-0.0759104183203125,-0.07998695065104167,0.9279457459970254
Wade,turb_kg_km2,2018-11-05 16:30:00,fall,2,2,6,3.401807279782104,0.10616480301019235,70.85676382195038,23.96151329539396,3.6833333333333336,9.4,0.12,55.523354999999995,3.106681314,16.77951388888889,2.4091560934570313,0.22153249272550923,0.848377986413251,0.3194444444444444,-4.236736111111112,-0.12044270001041667,-0.05736438766666667,0.033822783411458335,-0.08052624733333333,-0.086859255921875,0.9156357050345936,-0.10249608771614584,-0.054445218625,0.032215749273437504,-0.06592734104427084,-0.04453379483854167,0.961999227785195
Wade,turb_kg_km2,2018-11-09 17:15:00,fall,2,2,6,1.0344531940489057,0.034771542228988955,65.78684466254717,6.881699970974173,2.707333333333333,17,0.08,23.696098749999997,2.282817198,29.348958333333332,1.2771115176315104,0.3348342294633585,0.7167209522569942,1.2256944444444444,-3.9309201388888892,-0.16636473486979167,-0.058468789114583336,0.022828635432291668,-0.08232335383333333,-0.14282810916145833,0.871099480378268,-0.13496102617447917,-0.06260672627994791,0.025007574998697917,-0.08673076788802084,-0.11831119957942708,0.8936716367748743
Wade,turb_kg_km2,2019-04-05 00:45:00,spring,2,4,4,1.5629040041247548,0.007923842362111907,436.1628200651615,0.3868823324706237,0.32466666666666666,0,0,2.8464849999999995,2.29840347220132,124.6171875,1.1884394285575148,0.0074779370512751235,0.6754394715822528,0.2048611111111111,-3.7139583333333333,-0.13099999249479166,-0.08740103084375,0.012869820796875,-0.09427080836458333,-0.10626564831770834,0.843836556422975,-0.13099738054036458,-0.08210284709895833,0.0177903822421875,-0.08407551873046876,-0.08688409746223959,0.8768125549686447
